2501090
129, 41
125, 41
123, 41
122, 42
122, 43
125, 44
124, 45
124, 46
124, 47
124, 47
123, 48
123, 49
127, 52
127, 52
127, 53
126, 54
127, 55
127, 56
126, 57
127, 58
126, 59
126, 59
126, 60
124, 60
123, 61
123, 62
122, 62
122, 63
118, 62
118, 63
119, 64
119, 65
118, 66
118, 67
117, 67
120, 70
120, 71
120, 71
117, 71
116, 71
111, 69
111, 70
111, 71
111, 72
111, 73
114, 76
110, 74
112, 76
113, 78
111, 78
109, 78
110, 79
111, 81
112, 83
113, 85
114, 87
114, 87
113, 88
110, 87
108, 86
106, 86
104, 85
103, 86
104, 88
106, 90
109, 94
108, 94
104, 92
104, 93
103, 94
102, 93
101, 93
100, 94
103, 98
102, 99
102, 99
101, 100
100, 100

2501291
197, -44
189, -41
183, -38
186, -38
184, -36
180, -34
171, -31
171, -30
171, -29
175, -29
176, -28
177, -27
178, -26
178, -25
176, -23
176, -22
175, -21
175, -20
175, -19
170, -17
168, -16
168, -15
170, -14
160, -12
158, -11
159, -10
159, -9
158, -8
159, -7
159, -6
154, -5
152, -4
154, -3
154, -2
157, -1
157, 0
158, 0
156, 0
148, 1
146, 2
148, 3
151, 4
151, 5
151, 6
151, 7
146, 8
142, 8
142, 9
141, 10
142, 11
143, 12
147, 13
143, 14
143, 14
148, 16
141, 16
139, 17
140, 18
140, 19
139, 19
138, 20
138, 21
138, 22
138, 23
137, 23
136, 24
136, 25
136, 26
138, 27
138, 28
140, 29
137, 30
137, 30
137, 31
137, 32
136, 33
135, 34
135, 34
131, 34
135, 36
133, 36
132, 37
132, 38
133, 39
132, 40
132, 41
133, 42
133, 43
132, 43
132, 44
131, 45
131, 46
133, 47
133, 48
133, 49
132, 50
138, 53
136, 53
132, 53
132, 53
132, 54
128, 53
127, 54
121, 53
121, 53
124, 56
122, 56
122, 56
122, 57
119, 57
117, 57
117, 58
117, 58
116, 59
118, 61
118, 62
115, 61
115, 62
124, 68
125, 70
126, 71
125, 72
124, 72
123, 73
123, 74
123, 74
122, 75
118, 74
118, 74
115, 74
114, 74
113, 74
113, 76
112, 76
109, 75
108, 75
108, 76
108, 77
109, 79
110, 80
112, 83
111, 84
111, 84
110, 85
110, 86
109, 86
109, 87
108, 88
107, 88
107, 89
107, 90
110, 94
110, 95
109, 96
109, 96
105, 94
102, 92
98, 90
101, 93
100, 94
99, 95
100, 96
100, 97
98, 97
98, 98

2501392
185, -41
184, -40
183, -38
183, -37
183, -36
183, -35
175, -32
184, -33
176, -30
177, -29
177, -28
178, -27
179, -26
179, -25
179, -24
179, -23
178, -22
178, -20
178, -19
179, -18
170, -16
169, -15
168, -14
168, -13
168, -12
164, -11
164, -10
160, -8
157, -7
157, -6
155, -5
155, -4
157, -3
162, -3
158, -1
158, 0
159, 0
153, 0
153, 1
146, 2
151, 3
151, 4
142, 5
142, 6
147, 7
147, 8
142, 8
147, 9
147, 10
144, 11
144, 12
144, 13
144, 14
139, 14
144, 15
139, 16
138, 17
139, 18
142, 19
142, 20
143, 21
146, 22
143, 23
143, 23
141, 24
137, 24
137, 25
138, 26
138, 27
137, 28
135, 28
134, 29
132, 29
132, 30
131, 31
131, 31
130, 32
133, 34
133, 35
138, 37
134, 37
137, 38
134, 38
134, 39
133, 40
133, 41
133, 42
133, 43
131, 43
133, 45
135, 46
133, 46
130, 46
132, 48
128, 47
128, 48
124, 47
127, 50
127, 50
128, 52
128, 53
128, 53
131, 56
127, 55
122, 54
122, 55
121, 55
121, 56
122, 57
121, 58
116, 57
118, 58
117, 58
115, 59
114, 59
115, 61
115, 61
116, 62
115, 63
115, 64
116, 66
116, 66
113, 65
119, 70
119, 71
118, 72
119, 73
118, 74
118, 74
118, 76
117, 76
114, 75
113, 76
108, 73
107, 73
106, 74
107, 75
109, 77
111, 80
110, 80
110, 81
110, 82
109, 83
109, 84
108, 84
108, 85
109, 87
108, 88
108, 88
116, 97
116, 97
115, 98
112, 97
106, 92
101, 89
98, 88
99, 89
98, 90
98, 91
97, 91
102, 97
102, 98
100, 98
99, 98
99, 99

2501493
199, -44
180, -39
180, -38
181, -37
179, -35
179, -34
179, -33
178, -32
175, -30
174, -29
167, -27
168, -25
168, -24
168, -23
168, -22
170, -22
182, -22
174, -20
174, -19
175, -18
174, -17
168, -15
168, -14
168, -13
165, -12
159, -10
158, -9
158, -8
153, -7
153, -6
153, -5
152, -4
152, -3
152, -2
152, -1
161, 0
162, 0
157, 0
157, 1
150, 2
149, 3
147, 4
147, 5
147, 6
149, 7
152, 8
152, 9
152, 10
149, 11
146, 11
145, 12
145, 13
140, 13
140, 14
137, 15
134, 15
133, 16
139, 18
146, 19
146, 20
146, 21
145, 22
143, 23
143, 23
135, 23
135, 24
137, 25
135, 26
137, 27
137, 28
136, 28
136, 29
136, 30
136, 31
136, 32
136, 33
135, 34
136, 35
141, 37
140, 38
140, 38
139, 39
135, 39
135, 40
138, 42
138, 42
138, 43
137, 44
131, 43
130, 44
130, 44
130, 45
129, 46
134, 49
135, 50
139, 52
139, 53
138, 54
130, 52
130, 53
129, 53
126, 53
127, 54
125, 54
125, 55
124, 56
124, 57
124, 57
123, 58
119, 57
118, 57
118, 58
117, 59
117, 60
119, 62
119, 62
120, 64
120, 65
122, 67
122, 68
121, 69
121, 69
120, 70
116, 68
115, 69
117, 71
120, 73
119, 74
119, 75
118, 76
117, 76
109, 72
108, 72
113, 76
114, 78
112, 78
113, 80
111, 79
109, 79
108, 79
107, 79
107, 80
109, 82
109, 84
108, 84
110, 87
107, 86
107, 86
107, 88
107, 89
106, 89
106, 90
106, 91
104, 91
104, 92
105, 94
98, 89
103, 95
108, 100
104, 98
106, 101
105, 102
103, 101
102, 101
101, 101

2501594
193, -43
187, -40
183, -38
181, -37
181, -36
178, -34
178, -33
178, -32
173, -30
171, -28
173, -27
173, -26
172, -25
171, -24
175, -23
175, -22
171, -21
170, -20
175, -19
166, -17
165, -16
166, -15
173, -14
165, -13
165, -12
162, -10
162, -9
159, -8
154, -7
152, -6
150, -5
150, -4
152, -3
152, -2
160, -1
160, 0
160, 0
156, 0
156, 1
154, 2
151, 3
151, 4
148, 5
151, 6
149, 7
151, 8
149, 9
149, 10
148, 10
148, 11
145, 12
145, 13
145, 14
145, 15
145, 16
143, 16
138, 17
138, 17
139, 18
137, 19
139, 20
142, 22
140, 22
140, 23
139, 24
138, 24
138, 25
138, 26
140, 27
140, 28
139, 29
136, 29
135, 30
131, 30
130, 30
130, 31
134, 33
140, 36
142, 37
141, 38
139, 38
130, 37
130, 37
130, 38
130, 39
129, 40
136, 43
128, 41
128, 42
128, 43
131, 45
131, 46
131, 47
135, 49
134, 50
134, 50
131, 50
126, 49
126, 50
129, 52
129, 53
125, 52
124, 53
121, 53
121, 53
121, 54
123, 56
123, 57
122, 58
121, 58
121, 59
120, 59
120, 60
122, 62
126, 65
125, 66
125, 66
124, 67
108, 59
108, 60
120, 68
119, 68
119, 69
118, 70
118, 70
117, 71
118, 72
117, 73
119, 75
118, 76
118, 76
114, 75
113, 76
109, 74
108, 74
108, 75
107, 76
118, 84
117, 84
116, 85
111, 82
111, 83
110, 84
114, 88
116, 91
116, 91
113, 91
113, 91
112, 92
112, 93
111, 93
113, 96
106, 92
112, 98
105, 93
110, 98
109, 99
109, 100
104, 97
104, 97
103, 98
100, 97
98, 96
99, 98
101, 101

2501695
185, -41
185, -40
183, -38
184, -37
180, -35
179, -34
179, -33
180, -32
180, -31
180, -30
175, -28
175, -27
176, -26
184, -26
184, -25
184, -23
183, -22
179, -21
175, -19
166, -17
176, -17
166, -15
160, -13
160, -12
165, -12
160, -10
160, -9
158, -8
157, -7
157, -6
158, -5
157, -4
154, -3
155, -2
154, -1
153, 0
155, 0
155, 0
157, 1
157, 2
157, 3
152, 4
144, 5
144, 6
144, 7
142, 7
143, 8
143, 9
142, 10
142, 11
140, 12
140, 12
146, 14
146, 15
141, 15
141, 16
140, 17
140, 18
140, 19
136, 19
136, 20
134, 20
134, 21
134, 22
133, 23
131, 23
131, 24
128, 24
131, 26
132, 27
137, 29
139, 30
139, 31
137, 31
136, 32
131, 31
129, 32
130, 33
135, 35
137, 37
136, 37
136, 38
136, 39
135, 40
133, 40
133, 41
133, 42
132, 42
126, 41
127, 43
127, 43
125, 44
125, 44
126, 46
124, 46
126, 47
130, 50
126, 49
126, 50
127, 52
129, 53
129, 54
128, 55
126, 55
127, 56
124, 56
122, 56
124, 57
125, 59
126, 60
126, 61
126, 62
125, 63
123, 63
120, 62
119, 62
119, 63
119, 64
119, 65
121, 67
121, 69
121, 69
120, 70
120, 71
120, 71
119, 72
120, 73
119, 74
120, 76
117, 75
117, 76
116, 77
109, 73
109, 74
113, 78
113, 78
109, 77
112, 80
108, 78
108, 79
107, 79
109, 82
109, 82
108, 83
108, 84
108, 85
107, 86
107, 87
107, 88
106, 88
113, 95
113, 96
112, 97
112, 98
109, 96
103, 92
102, 93
102, 93
101, 94
101, 95
101, 96
100, 97
101, 99
101, 99
100, 100

2501796
187, -42
187, -40
178, -37
170, -34
170, -33
177, -34
171, -31
168, -30
178, -30
183, -30
184, -29
184, -28
184, -27
184, -26
175, -23
174, -22
174, -21
174, -20
174, -19
175, -18
165, -16
164, -15
164, -14
159, -12
159, -11
158, -10
158, -9
158, -8
149, -7
151, -6
151, -5
148, -4
148, -3
151, -2
153, -1
153, 0
158, 0
153, 0
151, 1
151, 2
151, 3
150, 4
150, 5
149, 6
149, 7
150, 8
147, 9
147, 9
147, 10
143, 11
143, 12
143, 13
145, 14
145, 15
145, 16
141, 16
136, 16
136, 17
136, 18
136, 19
137, 20
137, 21
134, 21
137, 22
134, 23
134, 24
134, 25
134, 25
134, 26
134, 27
131, 27
133, 29
133, 30
131, 30
130, 30
131, 31
130, 32
132, 34
134, 35
134, 36
133, 36
132, 37
134, 38
132, 39
132, 40
133, 41
128, 40
126, 40
126, 41
126, 42
126, 43
126, 44
131, 47
131, 47
133, 49
132, 50
132, 51
136, 53
136, 54
125, 50
131, 54
130, 55
124, 53
123, 53
127, 56
123, 55
123, 56
123, 57
122, 58
122, 58
117, 57
117, 58
125, 62
116, 59
116, 60
115, 61
115, 61
115, 62
117, 64
121, 67
120, 68
120, 69
120, 69
120, 71
114, 68
114, 69
108, 66
107, 67
107, 67
106, 68
111, 72
111, 73
113, 75
112, 76
109, 75
105, 73
114, 80
113, 81
119, 86
118, 86
118, 87
111, 84
111, 84
110, 85
110, 86
109, 86
109, 87
108, 88
108, 88
107, 89
107, 90
108, 92
107, 92
106, 93
106, 94
105, 94
105, 95
104, 96
104, 97
105, 99
105, 99
102, 99
102, 99
103, 101
103, 103

2501897
191, -44
192, -43
192, -41
187, -39
188, -38
188, -37
185, -35
183, -34
181, -32
179, -31
176, -29
179, -28
174, -27
175, -25
175, -24
175, -23
175, -22
173, -21
173, -20
172, -19
173, -18
173, -17
166, -15
166, -14
166, -13
166, -12
166, -11
166, -10
166, -9
159, -7
159, -6
159, -5
155, -4
156, -3
156, -2
149, -1
149, 0
157, 0
149, 0
149, 1
149, 2
150, 3
145, 4
147, 5
148, 6
147, 7
147, 8
147, 9
147, 9
145, 10
140, 11
140, 12
140, 12
140, 13
140, 14
139, 15
139, 16
138, 17
138, 17
138, 18
138, 19
141, 20
141, 21
141, 22
141, 23
140, 24
137, 24
135, 25
137, 26
137, 27
135, 27
137, 29
137, 30
134, 30
134, 31
134, 31
131, 31
133, 33
134, 34
130, 34
138, 37
138, 38
137, 38
134, 38
134, 39
133, 40
129, 40
129, 41
124, 40
124, 41
124, 41
124, 42
129, 45
128, 46
126, 46
131, 48
129, 49
126, 48
126, 49
126, 50
125, 51
121, 50
121, 51
122, 52
121, 53
121, 53
122, 55
120, 55
118, 55
121, 57
125, 60
120, 58
120, 59
121, 61
121, 61
118, 61
115, 60
119, 64
112, 61
112, 61
123, 69
123, 69
123, 70
122, 71
118, 70
118, 70
123, 74
109, 67
118, 74
118, 74
116, 74
115, 75
115, 75
114, 76
115, 77
114, 78
114, 79
118, 83
115, 82
115, 83
116, 85
116, 86
113, 85
116, 89
116, 89
110, 86
109, 86
105, 84
104, 85
104, 85
107, 89
107, 90
106, 90
106, 91
105, 92
100, 88
96, 86
95, 86
103, 94
102, 95
101, 95
101, 96
99, 95
98, 96
98, 96
97, 97

2501997
181, -40
176, -38
177, -37
177, -36
174, -34
168, -32
169, -31
169, -30
188, -32
188, -31
188, -30
183, -28
181, -26
166, -23
165, -22
165, -21
165, -20
165, -19
172, -19
173, -18
173, -17
168, -15
168, -14
161, -12
161, -11
158, -10
152, -9
152, -8
151, -7
151, -6
151, -5
153, -4
153, -3
160, -2
155, -1
155, 0
158, 0
155, 0
150, 1
147, 2
147, 3
147, 4
150, 5
150, 6
150, 7
150, 8
147, 9
144, 9
143, 10
144, 11
144, 12
143, 13
138, 13
138, 14
138, 15
140, 16
139, 17
139, 18
143, 19
136, 19
136, 20
142, 22
142, 22
141, 23
140, 24
133, 24
133, 24
132, 25
131, 26
131, 26
135, 28
135, 29
135, 30
137, 31
143, 33
136, 33
137, 34
137, 35
135, 35
134, 36
134, 37
133, 37
130, 37
130, 38
133, 40
129, 40
129, 41
124, 40
124, 41
121, 40
123, 42
132, 46
134, 48
134, 49
134, 49
129, 49
128, 49
125, 49
123, 49
125, 50
126, 52
124, 52
125, 53
125, 54
125, 55
120, 54
126, 57
126, 59
126, 59
118, 56
117, 57
117, 58
117, 58
116, 59
116, 60
119, 62
115, 61
115, 62
118, 65
117, 65
119, 67
118, 68
118, 68
117, 69
117, 70
117, 71
116, 71
113, 70
113, 71
112, 72
112, 73
116, 76
116, 77
115, 78
115, 79
114, 79
114, 80
116, 83
111, 80
109, 80
109, 81
108, 81
108, 82
113, 87
112, 87
112, 88
108, 86
107, 87
107, 88
106, 88
110, 93
110, 94
109, 94
106, 93
106, 94
104, 93
103, 94
101, 93
101, 93
100, 94
99, 95
102, 98
103, 100
103, 101
102, 102


